rowid,pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_dr2_id,gaia_dr3_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_tsystemref,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_icmag,sy_tmag,sy_kepmag,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,habitability_score,stellar_compatibility
4946,K2-222 b,K2-222,b,,,TIC 257774438,Gaia DR2 2584093844170270720,Gaia DR3 2584093844170270720,0,1,1,0,0,Transit,2018,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2018-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,15.3863,,2.41,0.21500617,5.7,0.01793421,,,,,5.7,0.01793421,Mass,2.0,,98.0,801.0,,2457399.0652,BJD,0.0,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,5961.0,1.093,0.92,-0.25,[Fe/H],,4.33,,,1.6,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h05m51.00s,16.4625203,+11d45m13.38s,11.7537171,-50.96109,128.53772,4.38938,19.66406,86.9642815,55.2964,67.12,101.321,9.84127,10.038,9.543,8.423,8.169,8.105,,,,,,8.052,8.096,8.069,7.92,9.36072,,8.97055,9.443,2025-09-17,2025-06,2025-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.416887077074891,0.00546448087431694
4972,K2-229 c,K2-229,c,,,TIC 98720809,Gaia DR2 3583630929786305280,Gaia DR3 3583630934082556416,0,1,2,0,0,Transit,2018,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2018-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,8.3262,,2.04,0.18199692,7.0,0.02202446,,,,,7.0,0.02202446,Mass,5.1,,66.0,727.0,,2457611.3227,BJD,0.0,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,5163.0,0.774,0.84,0.04,[Fe/H],,4.53,,,2.6,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h27m29.50s,186.8729195,-06d43m18.65s,-6.7218474,55.65723,292.35223,-3.44652,188.96395,81.2268036,-80.8859,7.43403,102.564,9.72291,12.049,10.985,9.518,9.126,9.05,,,,,,8.969,9.036,8.989,8.616,10.7861,,10.2496,10.955,2025-09-17,2025-06,2025-09-17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49247398275939075,0.0016260162601626016
4973,K2-229 c,K2-229,c,,,TIC 98720809,Gaia DR2 3583630929786305280,Gaia DR3 3583630934082556416,0,1,2,0,0,Transit,2018,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2018-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=SANTERNE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018NatAs...2..393S/abstract target=ref>Santerne et al. 2018</a>,8.32834,0.07577,2.12,0.18913373,21.3,0.06701696,,,,,21.3,0.06701696,Mass,12.8,0.0,,800.0,87.94,,,0.0,,,,,,,,,,,,<a refstr=SANTERNE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018NatAs...2..393S/abstract target=ref>Santerne et al. 2018</a>,,5185.0,0.793,0.837,-0.06,[Fe/H],,4.56,5.4,,2.4,18.1,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h27m29.50s,186.8729195,-06d43m18.65s,-6.7218474,55.65723,292.35223,-3.44652,188.96395,81.2268036,-80.8859,7.43403,102.564,9.72291,12.049,10.985,9.518,9.126,9.05,,,,,,8.969,9.036,8.989,8.616,10.7861,,10.2496,10.955,2018-07-12,2018-03,2018-03-26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4736512382075471,0.0016863406408094434
4987,K2-233 c,K2-233,c,,,TIC 428820090,Gaia DR2 6253186686054822784,Gaia DR3 6253186686054822784,1,1,3,0,0,Transit,2018,<a refstr=DAVID_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..222D/abstract target=ref>David et al. 2018</a>,2018-05,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=BARRAG_AMP_AACUTE_N_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.522.3458B/abstract target=ref>Barrag&aacute;n et al. 2023</a>,7.06024,0.0664,1.272,0.11348043,4.6,0.01447322,,,,,4.6,0.01447322,Mass,12.4,0.0,66.2,794.0,89.57,2457586.862,BJD-TDB,0.0,0.15,,2.687,20.1,0.01642,,2457586.862,90.0,1.81,,,<a refstr=BARRAG_AMP_AACUTE_N_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.522.3458B/abstract target=ref>Barrag&aacute;n et al. 2023</a>,K3,4796.0,0.71,0.79,-0.082,[Fe/H],,4.53,0.36,3.08,4.5,9.754,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m55.18s,230.4799011,-20d13m54.47s,-20.2317975,30.24863,344.46401,-1.68296,233.31618,36.9808715,-19.8713,-31.1884,67.5062,14.7849,11.813,10.883,8.968,8.501,8.375,,,,,,8.318,8.381,8.332,8.278,10.4191,,9.8125,10.422,2025-08-28,2023-07,2025-08-28,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7881398065975588,0.0010183299389002036
4989,K2-233 c,K2-233,c,,,TIC 428820090,Gaia DR2 6253186686054822784,Gaia DR3 6253186686054822784,0,1,3,0,0,Transit,2018,<a refstr=DAVID_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..222D/abstract target=ref>David et al. 2018</a>,2018-05,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,7.06005,0.06666,1.281,0.11428336,12.81,0.04030477,,,,,12.81,0.04030477,Mass,33.91,0.2002,,790.0,89.6,2457586.87653,BJD,0.0,0.13,,2.796,20.3,0.01663,,,261.0,5.02,,,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,5033.0,0.71,0.79,-0.09,[Fe/H],,4.64,,3.172109,,,-9.6483,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m55.18s,230.4799011,-20d13m54.47s,-20.2317975,30.24863,344.46401,-1.68296,233.31618,36.9808715,-19.8713,-31.1884,67.5062,14.7849,11.813,10.883,8.968,8.501,8.375,,,,,,8.318,8.381,8.332,8.278,10.4191,,9.8125,10.422,2021-05-17,2020-08,2021-05-17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78263215677493,0.0013422818791946308
4991,K2-233 d,K2-233,d,,,TIC 428820090,Gaia DR2 6253186686054822784,Gaia DR3 6253186686054822784,1,1,3,0,0,Transit,2018,<a refstr=DAVID_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..222D/abstract target=ref>David et al. 2018</a>,2018-05,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=BARRAG_AMP_AACUTE_N_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.522.3458B/abstract target=ref>Barrag&aacute;n et al. 2023</a>,24.3681,0.1516,2.363,0.2108131,10.3,0.03240742,,,,,10.3,0.03240742,Mass,4.3,0.18,12.7,525.0,89.62,2458005.5802,BJD-TDB,0.0,0.28,,3.791,45.91,0.03051,,2458009.27,168.0,2.72,,,<a refstr=BARRAG_AMP_AACUTE_N_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.522.3458B/abstract target=ref>Barrag&aacute;n et al. 2023</a>,K3,4796.0,0.71,0.79,-0.082,[Fe/H],,4.53,0.36,3.08,4.5,9.754,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m55.18s,230.4799011,-20d13m54.47s,-20.2317975,30.24863,344.46401,-1.68296,233.31618,36.9808715,-19.8713,-31.1884,67.5062,14.7849,11.813,10.883,8.968,8.501,8.375,,,,,,8.318,8.381,8.332,8.278,10.4191,,9.8125,10.422,2025-08-28,2023-07,2025-08-28,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42741026836014434,0.0010183299389002036
4993,K2-233 d,K2-233,d,,,TIC 428820090,Gaia DR2 6253186686054822784,Gaia DR3 6253186686054822784,0,1,3,0,0,Transit,2018,<a refstr=DAVID_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..222D/abstract target=ref>David et al. 2018</a>,2018-05,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,24.3645,0.15224,2.358,0.21036703,21.14,0.06651388,,,,,21.14,0.06651388,Mass,8.85,0.1999,,523.0,89.6,2458005.58237,BJD,0.0,0.32,,3.838,46.36,0.03062,,,139.0,5.45,,,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,5033.0,0.71,0.79,-0.09,[Fe/H],,4.64,,3.172109,,,-9.6483,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m55.18s,230.4799011,-20d13m54.47s,-20.2317975,30.24863,344.46401,-1.68296,233.31618,36.9808715,-19.8713,-31.1884,67.5062,14.7849,11.813,10.883,8.968,8.501,8.375,,,,,,8.318,8.381,8.332,8.278,10.4191,,9.8125,10.422,2021-05-17,2020-08,2021-05-17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42834352949668847,0.0013422818791946308
5009,K2-24 b,K2-24,b,,,TIC 68048686,Gaia DR2 6049750234317822208,Gaia DR3 6049750234317822208,0,1,2,0,0,Transit,2016,<a refstr=PETIGURA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...36P/abstract target=ref>Petigura et al. 2016</a>,2016-02,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=PETIGURA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...36P/abstract target=ref>Petigura et al. 2016</a>,20.8851,0.154,5.68,0.50673566,21.0,0.06607306,,,,,21.0,0.06607306,Mass,0.63,0.0,60.0,767.0,89.25,2456905.7948,BJD-TDB,1.0,0.37,,5.48,29.0,0.0431,,,,4.5,,,<a refstr=PETIGURA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...36P/abstract target=ref>Petigura et al. 2016</a>,G3,5743.0,1.21,1.12,0.42,[Fe/H],0.15836,4.29,5.1,0.89,2.0,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m17.63s,242.5734559,-24d59m26.17s,-24.9906029,19.20525,349.99931,-3.87591,245.25972,83.9581623,-59.9189,-58.8107,170.562,5.83465,12.22,11.275,9.635,9.294,9.18,,,,,,9.122,9.166,9.105,8.674,10.9072,,10.371,11.648,2018-12-10,2016-02,2016-02-11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.17814402070040286,0.02857142857142857
5013,K2-24 b,K2-24,b,,,TIC 68048686,Gaia DR2 6049750234317822208,Gaia DR3 6049750234317822208,0,1,2,0,0,Transit,2016,<a refstr=PETIGURA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...36P/abstract target=ref>Petigura et al. 2016</a>,2016-02,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,20.88977,,5.4,0.48175656,19.0,0.05978069,,,,,19.0,0.05978069,Mass,0.64,,52.0,686.0,,2456905.88977,BJD,1.0,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,5625.0,1.16,1.07,0.34,[Fe/H],,4.29,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m17.63s,242.5734559,-24d59m26.17s,-24.9906029,19.20525,349.99931,-3.87591,245.25972,83.9581623,-59.9189,-58.8107,170.562,5.83465,12.22,11.275,9.635,9.294,9.18,,,,,,9.122,9.166,9.105,8.674,10.9072,,10.371,11.648,2025-09-17,2025-06,2025-09-17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18769774799925554,0.006535947712418301
5020,K2-24 c,K2-24,c,,,TIC 68048686,Gaia DR2 6049750234317822208,Gaia DR3 6049750234317822208,0,1,2,0,0,Transit,2016,<a refstr=PETIGURA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...36P/abstract target=ref>Petigura et al. 2016</a>,2016-02,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,42.3391,,7.5,0.66910634,15.4,0.04845382,,,,,15.4,0.04845382,Mass,0.2,,20.0,542.0,,2456915.4485,BJD,1.0,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,5625.0,1.16,1.07,0.34,[Fe/H],,4.29,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m17.63s,242.5734559,-24d59m26.17s,-24.9906029,19.20525,349.99931,-3.87591,245.25972,83.9581623,-59.9189,-58.8107,170.562,5.83465,12.22,11.275,9.635,9.294,9.18,,,,,,9.122,9.166,9.105,8.674,10.9072,,10.371,11.648,2025-09-17,2025-06,2025-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13727034120734907,0.006535947712418301
5024,K2-24 c,K2-24,c,,,TIC 68048686,Gaia DR2 6049750234317822208,Gaia DR3 6049750234317822208,0,1,2,0,0,Transit,2016,<a refstr=PETIGURA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...36P/abstract target=ref>Petigura et al. 2016</a>,2016-02,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=PETIGURA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...36P/abstract target=ref>Petigura et al. 2016</a>,42.3633,0.247,7.82,0.69765367,27.0,0.08495107,,,,,27.0,0.08495107,Mass,0.31,0.0,24.0,606.0,89.76,2456915.6251,BJD-TDB,1.0,0.22,,6.47,53.0,0.0594,,,,4.6,,,<a refstr=PETIGURA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...36P/abstract target=ref>Petigura et al. 2016</a>,G3,5743.0,1.21,1.12,0.42,[Fe/H],0.15836,4.29,5.1,0.89,2.0,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m17.63s,242.5734559,-24d59m26.17s,-24.9906029,19.20525,349.99931,-3.87591,245.25972,83.9581623,-59.9189,-58.8107,170.562,5.83465,12.22,11.275,9.635,9.294,9.18,,,,,,9.122,9.166,9.105,8.674,10.9072,,10.371,11.648,2018-12-10,2016-02,2016-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13102189193971273,0.02857142857142857
5045,K2-25 b,K2-25,b,,,TIC 434226736,Gaia DR2 3311804515502788352,Gaia DR3 3311804515502788352,1,1,1,0,0,Transit,2015,<a refstr=MANN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...46M/abstract target=ref>Mann et al. 2016</a>,2016-02,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..192S/abstract target=ref>Stefansson et al. 2020</a>,3.48456408,0.0287,3.44,0.306,24.5,0.07708562,,,,,24.5,0.07708562,Mass,,0.428,9.91,494.0,87.16,2458515.64206,BJD-TDB,0.0,0.628,1.155,0.7637,21.09,0.1075,,,120.0,27.9,3.0,17.0,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..192S/abstract target=ref>Stefansson et al. 2020</a>,M4.5 V,3207.0,0.2932,0.2634,0.15,[Fe/H],-2.08831,4.944,0.73,14.6,8.8,1.878,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h13m05.74s,63.2739346,+15d14m51.73s,15.2477027,-25.29268,178.25572,-5.82461,64.13791,123.5167322,122.148,-18.3371,44.9565,22.2153,17.76,16.21,11.303,10.732,10.444,19.7432,16.7256,15.2717,13.8731,12.8154,10.275,10.086,9.936,8.301,14.3817,,13.0275,14.528,2022-03-28,2020-10,2022-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2955520433506435,0.00038895371450797355
5086,K2-263 b,K2-263,b,,,TIC 21276520,Gaia DR2 657756997089784960,Gaia DR3 657756997089784960,1,1,1,0,0,Transit,2018,<a refstr=MORTIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481.1839M/abstract target=ref>Mortier et al. 2018</a>,2018-12,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,50.818947,0.2573,2.41,0.21500617,14.9,0.04688064,,,,,14.9,0.04688064,Mass,5.8,0.15,8.17,470.0,89.24,2458111.1274,BJD-TDB,0.0,,,,,,,,,2.83,,,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5368.0,0.85,0.88,-0.08,[Fe/H],,,7.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h38m43.71s,129.6821253,+15d40m50.17s,15.6806039,30.65614,210.10377,-2.68033,127.97982,55.6001025,-55.3881,-4.85075,162.481,6.12624,12.348,11.568,10.216,9.814,9.748,15.0835,14.6406,11.4548,11.2809,11.4339,9.709,9.765,9.649,8.112001,11.4055,,10.9027,11.407,2023-04-17,2023-04,2023-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42043226483060503,0.0024390243902439024
5087,K2-263 b,K2-263,b,,,TIC 21276520,Gaia DR2 657756997089784960,Gaia DR3 657756997089784960,0,1,1,0,0,Transit,2018,<a refstr=MORTIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481.1839M/abstract target=ref>Mortier et al. 2018</a>,2018-12,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=MORTIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481.1839M/abstract target=ref>Mortier et al. 2018</a>,50.818947,0.2573,2.41,0.2150058,14.8,0.04656577,,,,,14.8,0.04656577,Mass,5.7,0.14,,470.0,89.24,2458111.1274,BJD-TDB,0.0,0.84,,3.4872,64.7,0.026,,,,2.82,,,<a refstr=MORTIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481.1839M/abstract target=ref>Mortier et al. 2018</a>,G9 V,5368.0,0.85,0.88,-0.08,[M/H],-0.25964,4.51,7.0,2.02,2.0,,29.99984,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h38m43.71s,129.6821253,+15d40m50.17s,15.6806039,30.65614,210.10377,-2.68033,127.97982,55.6001025,-55.3881,-4.85075,162.481,6.12624,12.348,11.568,10.216,9.814,9.748,15.0835,14.6406,11.4548,11.2809,11.4339,9.709,9.765,9.649,8.112001,11.4055,,10.9027,11.407,2018-09-25,2018-12,2018-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42043226483060503,0.0024390243902439024
5102,K2-266 c,K2-266,c,,,TIC 374180079,Gaia DR2 3855246074629979264,Gaia DR3 3855246074629979264,1,2,4,0,0,Transit,2018,<a refstr=RODRIGUEZ_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..245R/abstract target=ref>Rodriguez et al. 2018</a>,2018-11,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=RODRIGUEZ_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..245R/abstract target=ref>Rodriguez et al. 2018</a>,7.814,0.0679,0.705,0.06289589,,,,,0.29013072,0.00091285,0.29013072,0.00091285,Msin(i)/sin(i),,0.042,32.4,664.5,88.28,2457946.651,BJD-TDB,0.0,0.6,0.0085,2.256,20.8,0.0092,,2457907.6,87.0,,,,<a refstr=RODRIGUEZ_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..245R/abstract target=ref>Rodriguez et al. 2018</a>,,4285.0,0.703,0.686,-0.12,[Fe/H],-0.82333,4.581,,2.79,,,10.848,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h31m44.56s,157.9356855,+00d56m14.20s,0.9372782,47.48286,245.04538,-7.72367,159.24407,89.2844676,56.8715,-68.8284,77.5586,12.865,12.997,11.625,9.611,9.041,8.897,15.4843,12.6065,11.2535,10.6934,12.9424,8.815,8.903,8.794,8.292,11.3527,,10.6269,11.386,2022-10-31,2018-11,2022-10-31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4210957588087367,0.0006697923643670462
