rowid,pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_dr2_id,gaia_dr3_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_tsystemref,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_icmag,sy_tmag,sy_kepmag,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,habitability_score,stellar_compatibility
5619,K2-38 c,K2-38,c,,,TIC 12666215,Gaia DR2 6237129658760381056,Gaia DR3 6237129658760381056,0,1,2,0,0,Transit,2016,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,2016-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,10.56103,0.0959,2.49,0.2221433,7.4,0.023283,,,,,7.4,0.023283,Mass,2.63,0.086,135.3,949.0,87.68,2456900.4752,BJD-TDB,0.0,,,,,,,,,2.11,,,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5705.0,1.141,1.054,0.235,[Fe/H],,,6.1,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h00m07.99s,240.0333095,-23d11m21.91s,-23.1894196,22.1208,349.62852,-2.55161,242.63504,68.2729691,-56.9694,-37.6256,192.69,5.16248,12.344,11.344,9.911,9.6,9.47,,,,,,9.42,9.466,9.364,8.528,11.184,,10.6554,11.21,2023-04-17,2023-04,2023-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4031192850068959,0.0136986301369863
5620,K2-38 c,K2-38,c,,,TIC 12666215,Gaia DR2 6237129658760381056,Gaia DR3 6237129658760381056,0,1,2,0,0,Transit,2016,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,2016-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,10.56103,0.0964,2.42,0.21589794,9.9,0.03114873,,,,,9.9,0.03114873,Mass,3.6,,128.3,858.0,88.61,2456900.4752,BJD-TDB,0.0,0.64,,2.533,26.2,0.02004,,,,2.8,,,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,G2 V,5757.0,1.1,1.07,0.28,[Fe/H],,4.35,,,2.0,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h00m07.99s,240.0333095,-23d11m21.91s,-23.1894196,22.1208,349.62852,-2.55161,242.63504,68.2729691,-56.9694,-37.6256,192.69,5.16248,12.344,11.344,9.911,9.6,9.47,,,,,,9.42,9.466,9.364,8.528,11.184,,10.6554,11.21,2016-07-06,2016-08,2016-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41497752646078007,0.047619047619047616
5622,K2-38 c,K2-38,c,,,TIC 12666215,Gaia DR2 6237129658760381056,Gaia DR3 6237129658760381056,1,1,2,0,0,Transit,2016,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,2016-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=TOLEDO_PADR_OACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...641A..92T/abstract target=ref>Toledo-Padr&oacute;n et al. 2020</a>,10.56103,0.09514,2.29,0.20430047,8.3,0.02611472,,,,,8.3,0.02611472,Mass,3.8,0.161,117.0,916.0,87.68,2456900.4752,BJD,0.0,,,,19.3,0.02,,,153.0,2.41,,,<a refstr=TOLEDO_PADR_OACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...641A..92T/abstract target=ref>Toledo-Padr&oacute;n et al. 2020</a>,G2 V,5731.0,1.06,1.03,0.26,[Fe/H],0.03743,4.38,6.7,,2.0,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h00m07.99s,240.0333095,-23d11m21.91s,-23.1894196,22.1208,349.62852,-2.55161,242.63504,68.2729691,-56.9694,-37.6256,192.69,5.16248,12.344,11.344,9.911,9.6,9.47,,,,,,9.42,9.466,9.364,8.528,11.184,,10.6554,11.21,2023-01-18,2020-09,2023-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4382735793953217,0.02127659574468085
5738,K2-415 b,K2-415,b,,,TIC 323687123,Gaia DR2 604215144503584640,Gaia DR3 604215144503584640,1,1,1,0,0,Transit,2023,<a refstr=HIRANO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230200699H/abstract target=ref>Hirano et al. 2023</a>,2023-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=HIRANO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230200699H/abstract target=ref>Hirano et al. 2023</a>,4.0179694,0.027,1.015,0.09055239,7.5,0.02359764,,,,,7.5,0.02359764,Mass,,,4.82,412.4,89.32,2458100.07116,BJD,0.0,0.37,,,29.63,0.0472,,,,4.1,,,<a refstr=HIRANO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230200699H/abstract target=ref>Hirano et al. 2023</a>,M5 V,3173.0,0.1965,0.1635,-0.13,[Fe/H],-2.45469,5.066,,30.3,,4.298,22.5,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h08m48.37s,137.2015437,+11d51m44.10s,11.8622503,35.80871,217.79828,-4.35234,136.06345,497.3173169,-458.496,192.629,21.8182,45.8044,17.065,15.33,10.739,10.17,9.899,18.9046,16.2083,14.6519,16.0743,12.216,,,,,13.7957,,12.4289,14.02,2023-03-28,2023-03,2023-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9932602600858507,0.00038387715930902113
5740,K2-416 b,K2-416,b,,,TIC 301132473,Gaia DR2 2632278807386060288,Gaia DR3 2632278807386060288,1,1,1,0,0,Transit,2023,<a refstr=INCHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523..474I/abstract target=ref>Incha et al. 2023</a>,2023-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=INCHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523..474I/abstract target=ref>Incha et al. 2023</a>,13.102,0.088,2.66,0.23730971,1652.7077164,5.2,,,,,1652.7077164,5.2,Mass,,,,447.0,89.25,2458371.8384,BJD,0.0,0.45,,2.77,34.2,0.044,,,,,,,<a refstr=INCHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523..474I/abstract target=ref>Incha et al. 2023</a>,M V,3746.0,0.554,0.548,,,-1.27003,4.691,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h16m53.08s,349.2211822,-05d12m05.41s,-5.2015032,-58.57188,72.95364,-0.52098,348.05247,107.2485579,91.366,-56.165,120.311,8.28313,16.265,14.794,11.585,10.926,10.734,,,,,,10.63,10.607,10.523,8.31,13.9468,,12.8964,,2023-07-10,2023-07,2023-07-10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38222915780016076,0.0004921259842519685
5741,K2-417 b,K2-417,b,,,TIC 49592509,Gaia DR2 2437684039751295744,Gaia DR3 2437684039751295744,1,1,1,0,0,Transit,2023,<a refstr=INCHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523..474I/abstract target=ref>Incha et al. 2023</a>,2023-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=INCHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523..474I/abstract target=ref>Incha et al. 2023</a>,6.535,0.063,3.31,0.29529893,699.2224954,2.2,,,,,699.2224954,2.2,Mass,,,,558.0,89.0,2458373.0321,BJD,0.0,0.41,,2.07,23.4,0.0525,,,,,,,<a refstr=INCHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523..474I/abstract target=ref>Incha et al. 2023</a>,M V,3861.0,0.5776,0.569,,,-1.20204,4.67,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h20m34.02s,350.1417675,-10d02m11.72s,-10.0365901,-62.60382,67.1966,-5.3267,346.99478,196.5622902,133.632,-144.15,94.0424,10.6047,15.331,13.909,10.908,10.278,10.06,17.1655,15.0425,13.4888,12.7282,12.4275,9.974,9.965,9.89,8.313,13.1533,,12.1559,,2023-07-10,2023-07,2023-07-10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30581850732908133,0.0005216484089723526
5813,K2-55 b,K2-55,b,,,TIC 437704321,Gaia DR2 6825931948041984256,Gaia DR3 6825931948041984256,1,1,1,0,0,Transit,2016,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,2016-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,2.849271,,4.43,0.39521881,44.0,0.13843948,,,,,44.0,0.13843948,Mass,2.8,,141.3,900.0,,2456983.4229,BJD,0.0,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,4300.0,0.715,0.688,0.376,[Fe/H],,4.566,,,2.2,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h15m00.45s,333.7518786,-17d15m02.88s,-17.2508002,-52.6322,39.9332,-5.97399,329.44981,25.4305141,-12.5895,-22.0956,159.522,6.23997,14.814,13.519,11.23,10.615,10.471,,,,,,10.424,10.497,10.302,8.372,13.0624,,12.3071,13.087,2025-09-17,2025-06,2025-09-17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227367621239617,0.0006765899864682003
5916,K2-73 b,K2-73,b,,,TIC 38354061,Gaia DR2 2616071555020488960,Gaia DR3 2616071555020488960,1,1,2,0,0,Transit,2016,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,2016-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,7.49556,,2.58,0.23017258,9.2,0.02894644,,,,,9.2,0.02894644,Mass,2.8,,209.0,968.0,,2456987.6726,BJD,0.0,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,5867.0,1.058,1.02,0.04,[Fe/H],,4.39,,,2.0,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h20m06.16s,335.025662,-09d03m21.92s,-9.0560881,-49.98864,52.5209,1.22851,333.55638,50.2007714,49.272,9.61184,269.183,3.68643,12.433,11.345,10.695,10.382,10.322,14.3929,12.4143,11.845,13.2337,12.5888,10.293,10.335,10.223,8.891,11.7146,,11.2821,11.745,2025-09-17,2025-06,2025-09-17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3890674874601003,0.011235955056179775
5945,K2-79 b,K2-79,b,,,TIC 435339558,Gaia DR2 38127013099258880,Gaia DR3 38127013099258880,0,1,1,0,0,Transit,2016,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,2016-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,10.99497,,3.99,0.35596457,3.8,0.01195614,,,,,3.8,0.01195614,Mass,0.3,,174.0,925.0,,2457070.2428,BJD,0.0,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,5853.0,1.247,1.01,0.0,[Fe/H],,4.18,,,1.9,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m01.42s,55.2559307,+13d31m09.07s,13.5191871,-32.1709,173.69037,-5.93029,56.14053,42.000715,7.92326,-41.2466,256.011,3.8775,12.893,12.152,10.358,9.998,9.907,,,,,,9.83,9.861,9.796,8.897,11.8031,,11.2235,11.801,2025-09-17,2025-06,2025-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25219642512875595,0.013333333333333334
6630,KOI-1831 d,Kepler-324,d,,,TIC 243271716,Gaia DR2 2132078120004385152,Gaia DR3 2132078120004385152,1,1,4,0,0,Transit,2021,<a refstr=OFIR_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJS..234....9O/abstract target=ref>Ofir et al. 2018</a>,2018-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,34.169,,1.13,0.10081202,2.23,0.00701636,,,,,2.23,0.00701636,Mass,9.95,,,475.0,,,,0.0,,,,,,,,,,,,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,,5233.0,0.835,0.901,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,18.13155,80.09266,71.11765,304.55578,22.4629261,-2.19729,22.3552,501.574,1.96487,15.762,14.222,12.783,12.337,12.291,,,,,,12.246,12.317,12.622,9.467,14.0909,,13.5467,14.122,2021-06-11,2021-05,2021-06-11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8903033457952771,0.001834862385321101
6643,KOI-1833 d,Kepler-968,d,,,TIC 350814607,Gaia DR2 2132152474478407040,Gaia DR3 2132152474478407040,1,1,3,0,0,Transit,2021,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,2021-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,7.685,,2.58,0.23017258,11.02,0.0346728,,,,,11.02,0.0346728,Mass,4.5,,,613.0,,,,0.0,,,,,,,,,,,,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,,4413.0,0.667,0.681,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m24.62s,285.6025889,+50d06m43.34s,50.1120401,18.81793,80.34362,71.74536,303.40714,5.1564455,-4.75029,2.00591,290.324,3.41557,16.175,14.626,12.518,11.971,11.831,,,,,,11.763,11.815,11.925,8.978,14.2499,,13.5348,14.265,2021-06-11,2021-05,2021-06-11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39067382230172926,0.0007326007326007326
6675,KOI-3503 b,KOI-3503,b,,,TIC 138097784,Gaia DR2 2077601373302068352,Gaia DR3 2077601373302068352,1,1,2,0,0,Transit,2021,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,2021-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,21.185,,1.19,0.10616487,9.2,0.02894644,,,,,9.2,0.02894644,Mass,10.0,,,785.0,,,,1.0,,,,,,,,,,,,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,,6001.0,1.255,0.858,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h32m36.18s,293.1507654,+41d43m44.95s,41.7291532,10.6522,74.58619,62.08475,308.80481,22.0853664,-9.91469,-19.7348,887.064,1.09861,14.556,13.831,12.807,12.54,12.483,,,,,,12.462,12.497,12.513,9.351,13.7744,,13.3876,13.827,2021-06-11,2021-05,2021-06-11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8423482068883892,0.004484304932735426
6677,KOI-3503 c,KOI-3503,c,,,TIC 138097784,Gaia DR2 2077601373302068352,Gaia DR3 2077601373302068352,1,1,2,0,0,Transit,2021,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,2021-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,31.828,,1.21,0.10794916,10.36,0.03259621,,,,,10.36,0.03259621,Mass,10.0,,,686.0,,,,1.0,,,,,,,,,,,,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,,6001.0,1.255,0.858,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h32m36.18s,293.1507654,+41d43m44.95s,41.7291532,10.6522,74.58619,62.08475,308.80481,22.0853664,-9.91469,-19.7348,887.064,1.09861,14.556,13.831,12.807,12.54,12.483,,,,,,12.462,12.497,12.513,9.351,13.7744,,13.3876,13.827,2021-06-11,2021-05,2021-06-11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8289588438058059,0.004484304932735426
6836,KOI-94 e,KOI-94,e,,,TIC 273231214,Gaia DR2 2076970047474270208,Gaia DR3 2076970047474270208,1,2,4,0,0,Transit,2013,<a refstr=WEISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...14W/abstract target=ref> Weiss et al. 2013 </a>,2013-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=WEISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...14W/abstract target=ref> Weiss et al. 2013 </a>,54.32031,0.3046,6.56,0.585,35.0,0.11,,,,,35.0,0.11,Mass,0.6,0.019,,584.0,89.76,2454994.2379,BJD,1.0,0.18,,,43.1,0.0396,,,,4.5,,,<a refstr=WEISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...14W/abstract target=ref> Weiss et al. 2013 </a>,,6182.0,1.52,1.277,0.0228,[Fe/H],0.479,4.181,3.16,,7.3,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,7.98316,76.22605,61.12432,315.05288,2.3935464,1.9665,1.36453,477.052,2.0676,13.005,12.314,11.218,10.957,10.926,,,,,,10.778,10.813,10.827,9.546,12.1882,,11.7889,12.205,2014-05-14,2013-05,2014-05-14,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15581740276862227,0.0024752475247524753
6898,Kepler-10 c,Kepler-10,c,,,TIC 377780790,Gaia DR2 2132155017099178624,Gaia DR3 2132155017099178624,0,1,3,0,0,Transit,2011,<a refstr=FRESSIN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....5F/abstract target=ref> Fressin et al. 2011 </a>,2011-11,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=FRESSIN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....5F/abstract target=ref> Fressin et al. 2011 </a>,45.29485,0.2407,2.227,0.199,20.0,0.063,,,,,20.0,0.063,Mass,10.0,0.0,,485.0,89.65,2454971.6761,HJD,1.0,0.299,0.0344,6.863,49.1,0.01938,,,,,,,<a refstr=FRESSIN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....5F/abstract target=ref> Fressin et al. 2011 </a>,,5627.0,1.056,0.895,-0.15,[Fe/H],0.00173,4.341,11.9,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m43.03s,285.679298,+50d14m29.34s,50.2414842,18.81626,80.48988,71.85007,303.69711,45.3461486,-18.3937,41.4481,185.506,5.36185,12.258,11.043,9.889,9.563,9.496,,,,,,9.44,9.491,9.443,9.403,10.9191,,10.4767,10.961,2020-02-10,2011-11,2014-05-14,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.45411071779430573,0.006622516556291391
6903,Kepler-10 c,Kepler-10,c,,,TIC 377780790,Gaia DR2 2132155017099178624,Gaia DR3 2132155017099178624,0,1,3,0,0,Transit,2011,<a refstr=FRESSIN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....5F/abstract target=ref> Fressin et al. 2011 </a>,2011-11,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=DUMUSQUE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...789..154D/abstract target=ref> Dumusque et al. 2014</a>,45.294301,,2.35,0.21,17.2,0.054,,,,,17.2,0.054,Mass,7.1,0.0,,584.0,89.59,2455062.26648,BJD-TDB,1.0,0.36,,6.898,47.9,0.02019,,,,3.26,,,<a refstr=DUMUSQUE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...789..154D/abstract target=ref> Dumusque et al. 2014</a>,,5708.0,1.065,0.91,-0.15,[Fe/H],,4.344,10.6,1.068,2.04,,-98.73989,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m43.03s,285.679298,+50d14m29.34s,50.2414842,18.81626,80.48988,71.85007,303.69711,45.3461486,-18.3937,41.4481,185.506,5.36185,12.258,11.043,9.889,9.563,9.496,,,,,,9.44,9.491,9.443,9.403,10.9191,,10.4767,10.961,2020-02-10,2014-07,2014-06-02,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.4289102932719954,0.014285714285714285
